CÓDIGO COMPLETO,REGIÓN,AUTORIDAD AMBIENTAL,RAZÓN SOCIAL,CATEGORÍA,SECTOR ,SUBSECTOR,DESCRIPCIÓN DE LA EMPRESA O NEGOCIO,CADENA PRODUCTIVA,MUNICIPIO,DEPARTAMENTO,AÑO DE VERIFICACIÓN ,VERSIÓN CRITERIOS DE VERIFICACIÓN,PLAN DE MEJORA PARA LLEGAR A NIVEL SATISFACTORIO,Participación Bioexpo ,Etapa Empresarial 
2016FBCCORALINA11,CARIBE,CORALINA,HIDROFARM S.A.S.,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO"," El emprendedor identificó la oportunidad de de producir hortalizas, teniendo en cuenta que en el mercado de San Andrés la oferta de buena calidad es muy costosa y la que tiene precio medio es de muy mala calidad (vió una oportunidad de mercado). La empresa produce hidroponía, productos como lechuga, albahaca y pak choy. Adicionalmente (no con hidropónicos) la empresa identificó la oportunidad de mejorar la especie de árboles de bread fruit, injertados con especies de menor tamaño para facilitar el proceso de recolección y más productivas, estos árboles se le venden a personas naturales y organizaciones para que los siembren en sus predios. Explica el emprendedor que este es un negocio a largo plazo mientras el producto se posiciona en el mercado, pero sobre todo mientras va creciendo la capacidad de producción. El proyecto fué apoyado por el Fondo Emprender, el proceso de montaje de la infraestructura de hidroponía duro 13 meses pues tuvieron que importar muchos materiales, la planta lleva 5 meses en producción y el 100% de la producción ha sido vendida.",Hortalizas,San Andrés,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORALINA12,CARIBE,CORALINA,HILL FARM ASSOCIATION ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",El Bread Fruit (fruto de pan ) es  un producto que se produce  de manera silvestre y abundante  en el Archipiélago y no se utilizan la totalidad de la cosecha. Por esta razón el grupo asociativo Hill Farm conformado en mayor porcentaje por mujeres raizales  identificó una alternativa de negocios por medio del aprovechamiento y la diversificación de sus productos en harina para coladas y tajadas o chips para freír. ,Alimentos,San Andrés ,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORALINA13,CARIBE,CORALINA,ISLAND BASKET - EMPRESA ASOCIATIVA DE TRABAJO ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Pequeña empresa conformada por mujeres artesanas que se dedican a elaborar canastas, individuales, floreros, portalápices, portacazuelas, etc.  de diferentes tamaños elaborados de la fibra del  Wild pine y el  Grass bone. Sus integrantes se reúnen y se trasladan a un pantano por la orilla del mar  en el sur de la isla donde recogen la materia prima, luego la ponen a secar y cada una en su casa se encarga de tejer sus productos para luego llevarlos al punto de venta. El tiempo promedio de la elaboración de un producto es aproximadamente ocho (8) horas variando de acuerdo las características específicas de cada uno. Sus productos son comercializados a nivel local a la comunidad en general, a la cadena de Hoteles de Decameron y a nivel nacional en las ferias de expoartesanías y otras a las que son invitadas.",Artesanías,San Andrés ,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2016,V1.2.,Sí,No reporta ,No Reporta
2016ONVSCORPOCESAR10,CARIBE,CORPOCESAR, ASOIACION DE PRODUCTORES ORGÁNICOS VEREDA CUBA PUTUMAYO - ASOPROAGROGAR,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción de cacao orgánico no certificado, naranja, mandarina, maiz, papaya.",Alimentos,No reporta,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR11,CARIBE,CORPOCESAR,ASOCIACIÓN DE PEQUEÑOS PRODUCTORES AGROPECUARIOS DEL CORREGIMIENTO LA MESA APRAMESA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción de cacao, cítricos, plátano, aguacate.",Alimentos,Valledupar,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR12,CARIBE,CORPOCESAR,VIDECCO,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Empresa dedicada a prestar servicios agroambientales a nivel urbano y rural, consultoría y asesoría en tratamiento de residuos.",Servicios,Valledupar,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORALINA14,CARIBE,CORALINA,POSADA MORGAN TREASURE ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Providencia (Isla) es un municipio perteneciente al Departamento Archipiélago de San Andrés , Providencia y Santa Catalina. Fue fundado en 1629 y tuvo su erección en 1692. Tiene un área total de 18 km2. Su temperatura promedio son 26ºc. Una de las principales actividades económicas es el ecoturismo razón por la cual durante la ultima década se han creado por iniciativa de la comunidad las posadas nativas. Son casas de la población raizal que se han acondicionado para recibir turistas nacionales y extranjeros y su objetivo principal es que los visitantes interactúen con las costumbres raizales y la naturaleza que se encuentra en los ecosistemas marinos y terrestres. Su ubicación es privilegiada esta cerca de la playa de Santa Catalina , la cual conserva una gran parte histórica como  El fuerte Warwick , la cabeza de Morgan. Al frente de la posada se encuentra la bahía donde se puede practicar  kayak , ver el amanecer desde el muelle, contemplar la vista a la zona céntrica de la Isla. Morgan Treasure se  especializa en ofrecer servicios relacionados con la cultura local :  los desayunos mixtos que incluyan componentes tradicionales (flitters and fishball , huevos con bosco (cuatro filos) y jugos de cosecha. Alguno de estos productos son cosechados en el patio trasero de la posada y otros son comprados a proveedores locales como la asociación de agricultores Ecofarmers, Asocrab y la Coop. Fish and Farm . Los accesorios y la decoración como cuadros , lámparas, sobrecamas, tapetes etc. ,también son comprados a proveedores locales, lo cual genera un acercamiento a la cultura y a los saberes y oficios tradicionales de la comunidad raizal. La posada se especializa en la atención a parejas y cuenta actualmente con una habitación con cama doble. Se evidencia un espacio en proceso adelantado de construcción en el cual tiene proyectado para el mes de diciembre habilitar tres habitaciones en total para tener una capacidad para 6 personas . Esta nueva estructura se realiza desde un enfoque de inclusión para personas en situación de discapacidad, por lo que se  tendrá una rampa para el acceso.",Turismo,Providencia,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORALINA15,CARIBE,CORALINA,ASOPACFA (RELEASE ME),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Release Me es una unidad de negocio de ASOPACFA, que surgió como una alternativa de generación de ingresos para los pescadores artesanales. La unidad de ecoturismo inició operaciones en junio de 2015, la organización recibió en comodato de Coralina una embarcación de 28 pies y dos motores de 150 HP. Promociona servicios de ecoturismo en recorridos náuticos (snorkeling, pesca deportiva, visita a los Cayos, visita a los manglares). Cuenta con un equipo de trabajo compuesto por un Coordinador General que se encarga de la administración de la unidad de negocio y de apoyar los procesos de comercialización de los servicios, adicionalmente tiene un equipo de trabajo que se encarga de los servicios de la embarcación, 2 parejas que trabajan en turnos compuesta por un Capitán y un marinero. ",Turismo,San Andrés,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2016,V1.2.,Sí,No reporta ,No Reporta
2016ONVSCORPOCESAR2,CARIBE,CORPOCESAR,FUNDACIÓN MANATI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Fabricación de artesanías con el uso de la Taruya como materia prima. Recoleccion de material en los cuerpos de agua del complejo Cenagozo de Zapatoza para la fabricación de artesanias: bolsos, mochilas, agendas individuales. Proyección de producir papel con la misma materia prima.",Artesanías,Tamalanque,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR3,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES DEL CARIBE Y LA SIERRA NEVADA - ASOPRODCAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivo de Caña de Azucar, cosecha, transformación de la caña de azucar en panela en bloque y pulverizada. Comercialización de los productos, cuentan con un semillero.",Caña de azúcar,Pueblo Bello,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR4,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES AGROECOLÓGICOS INDIGENAS KANKUAMOS DE LA SIERRA NEVADA DE SANTA MARTA – ASOPROKAN,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción de café tipo orgánico, transformación, manufactura y comercialización  de café molido y pergamino seco, producción de caña panelera orgánica, transformación , manufactura y comercialización de panela orgánica pulverizada y en bloque;  producción de cacao orgánico y comercialización del grano; producción orgánica de limonaria y palma rosa para elaboración y comercialización de aromaticas",Café,Pueblo Bello,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR5,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES AGROECOLÓGICOS DE LA SIERRA NEVADA DE SANTA MARTA – ASOPROKIA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Productores y comercializadores de café orgánico tipo pergamino seco, en presentación tostado y molido.",Café,Pueblo Bello,CESAR,2016,V1.2.,No,2015,No Reporta
2016ONVSCORPOCESAR6,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES ORGÁNICOS DE LA SIERRA NEVADA DE SANTA MARTA – ASOPROSIN,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Productores primaria de café orgánico tipica y castilla,Café,Pueblo Bello,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR7,CARIBE,CORPOCESAR,ASOANEI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Producción de café orgánico tipo pergamino seco y comercialización de café orgánico tipo excelso,Café,Pueblo Bello,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR1,CARIBE,CORPOCESAR,APAGROINC,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción de material vegetal en vivero, recolección de corzo de lata, transformación en vino, pulpa, néctar, mermeladas y jugo, comercialización de fruta fresca",Alimentos,Chiriguaná,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR8,CARIBE,CORPOCESAR,"ASOCIACIÓN COMUNITARIA DE MUJERES ARTESANAS DE LA VEREDA ANTIGUOS II, ASOCAMAVAPB",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Transformación de lana de oveja en hilo para elaboración de mochilas Arhuacas en diferentes gamas y, elaboración de artesanías con mostacillas.",Artesanías,Pueblo Bello,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR9,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES ORGÁNICOS ARHUACOS Y CAMPESINOS DE LA SIERRA NEVADA DE SANTA MARTA- ASOPROCASINES,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Producción de Café Orgánico.,Café,Pueblo Bello,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR14,CARIBE,CORPOCESAR,CRIADERO OVINOS CANAAN,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cría, levante y comercialización de especies menores de ganado - ovinos.",Ganadería,San Diego,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOCESAR15,CARIBE,CORPOCESAR,ASOCIACIÓN DE TECNICOS Y PROFESIONALES EN PRO DE LA SERRANIA DE PERIJA - ASOTEPROS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción, transformación y comercialización de café,  hortalizas y frutales. Servicios de asistencia técnica en temas agrícolas, ambientales y programas de conservación y georreferenciación y trabajo social con la comunidad, además de estudios socioeconómicos.",Alimentos,La Jagua de Ibirico,CESAR,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORPOGUAJIRA1,CARIBE,CORPOGUAJIRA,ASOCIACIÓN DE PRODUCTORES ORGÁNICOS DEL MUNICIPIO DE DIBULLA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,Cosecha y produccion de cacao orgánico. Fabricacion artesanal de chocolate de mesa. Venta de cacao seco.,Cacao,Dibulla,LA GUAJIRA,2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORPOGUAJIRA2,CARIBE,CORPOGUAJIRA,COMITÉ DE PRODUCCION Y COMERCIALIZACION DE JUAN Y MEDIO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Venta de semilla de achiote por toneladas, kilos y bolsas de 60 gr. Lo venden en ferias, depositos de comestibles en riohacha, tienen aliados comerciales, el producto sirve de colorantes naturales, quiimcos y bioquimicos de productos naturales y appoyan la comercializacion.",Achiote,Riohacha,LA GUAJIRA,2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORPOGUAJIRA3,CARIBE,CORPOGUAJIRA,GUAJIRA TOURS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Agencia de viaje y actividades de Operadores turisticos,  33 años de vida juridica, constituidos el 31 de mayo de 1983, inscritos en la Cámara de Comercio de La Guajira con el registro 6149. Afiliados a ANATO y IATA No. 76004541, con certificaciones de calidad NTS AV01, AV02, AV04, con Registro Nacional de Turismo 645. Es  una empresa prestadora de servicios que asesora, intermedia y organiza actividades turísticas de carácter regional, nacional e internacional, 
Servicios: Venta de tiquetes nacionales e internacionales; turismo egresivo, dedicado al mercado guajiro para viajar a cualquier parte de Colombia o del Mundo; turismo receptivo, con las comunidades conocer la comunidad Wayuu, sol y playa, Serrenaria Macuira; Organización de eventos y convenciones, asesorias y tramites de visas y documentación.
",Turismo,Riohacha,LA GUAJIRA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORPOGUAJIRA4,CARIBE,CORPOGUAJIRA,SOLUCIONES ENERGETICAS RURALES SAS,ECOPRODUCTOS INDUSTRIALES,FUENTES NO CONVENCIONALES DE ENERGÍA RENOVABLE,ENERGÍA SOLAR,"Implementación de energia solar, extracción de agua, proyecto de energia para neveras, cualquier requerimiento de energia se monta, energsación de escuelas en el caribe.
",Energía renovable,Riohacha,LA GUAJIRA,2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORPOGUAJIRA5,CARIBE,CORPOGUAJIRA,FUNDACIÓN EMPRENDER AKUMAJAA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Empresa de servicios ecoturísticos, que promueve el turismo de naturaleza, el bienestar del entorno y el bienestar del cliente, a través de servicios tales como: caminatas ecológicas, tours en bicicleta, tours en Kayak y lodoterapia. La base de la fundación es el club deportivo Guanebucanes, el cual ha venido desarrollando actividades en el departamento que se han institucionalizado y han logrado movilizar a un gran número de personas tales como la caminata ecológica del 1 de mayo, senderos náuticos (práctica de natación a grandes distancias) y promoción de jornadas de limpieza de algunos ecosistemas.  El club Guanebucanes también ha sido reconocido por generar activismo ambiental a través de seguimiento y vigilancia a problemas de algunos ecosistemas del departamento, de hecho han presentado denuncias ante Corpoguajira por mal uso de zonas clave de conservación.  También se les reconoce por su experticia en deportes náuticos, que he hecho les ha llevado a desarrollar capacitaciones a organizaciones tales como el cuerpo de policía. Los miembros del club se encuentran en el proceso de constitución y formalización de La Fundación Akumajaa, sin embargo han venido desarrollando sus actividades deportivas y de promoción de turismo durante más de 30 años.  Han incorporado recientemente nuevos miembros, lo que evidencia el relevo generacional.",Turismo,Riohacha,LA GUAJIRA,2016,V1.2.,Sí,No reporta ,No Reporta
2016FBCCORPOGUAJIRA6,CARIBE,CORPOGUAJIRA,FUNDACIÓN WAIRA PARA EL DESARROLLO SOCIAL - CAFÉ SIERRA MONTAÑA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción, procesamiento y comercialización de café orgánico producido en la región de la serranía del Perijá, entre los municipios de Urumita y La Jagua, más exactamente en la finca La Parra. Este café se ha denominado especial por la calidad de su taza, su granulometría (catalogado de nivel 9 dentro de la clasificación de la Federación de Cafeteros), el manejo de los cultivos en su medio ambiente y sus buenas prácticas agrícolas. Estos cultivos han pasado de generación en generación con una tradición de más de 50 años de los abuelos Bolívar Oñate, María Fragozo y tomada luego por la señora Zenith Oñate, su hija, quien deseó continuar con el legado.  Café sierra Montaña se comercializa con selectos clientes del departamento: colegios, empresarios y profesionales, además de algunas tiendas y supermercados.  Sin embargo se proyecta en poner en marcha una cadena de tiendas para servir las mejores recetas de café y educar a consumidores en La Guajira y Cesar.",Café,San Juan Del Cesar,LA GUAJIRA,2016,V1.2.,Sí,No reporta ,No Reporta
